bin_name,matched_box_name,depth,X_cog,Y_cog,Z_cog,orientation
Bin 1,#9外箱,46.0,35.0,46.0,46.0,1.0
Bin 1,#9外箱,46.0,115.0,35.0,46.0,0.0
Bin 1,#29外箱,36.0,188.0,68.0,36.0,1.0
Bin 1,#33外箱,36.0,135.0,116.0,36.0,1.0
Bin 1,#20外箱,26.0,56.0,128.0,26.0,0.0
Bin 1,#18A外箱,36.0,187.0,173.0,36.0,1.0
Bin 1,#26外箱,40.0,75.0,192.0,40.0,0.0
Bin 1,#20外箱,26.0,56.0,128.0,52.0,0.0
Bin 1,#29外箱,36.0,188.0,68.0,72.0,1.0
Bin 1,#33外箱,36.0,135.0,116.0,72.0,1.0
Bin 1,#7A外箱,40.0,187.0,173.0,76.0,1.0
Bin 1,#26外箱,40.0,75.0,192.0,80.0,0.0
Bin 1,#9外箱,46.0,35.0,46.0,92.0,1.0
Bin 1,#9外箱,46.0,115.0,35.0,92.0,0.0
Bin 1,#20外箱,26.0,56.0,128.0,78.0,0.0
Bin 1,#29外箱,36.0,188.0,68.0,108.0,1.0
Bin 1,#33外箱,36.0,135.0,116.0,108.0,1.0
Bin 1,#7A外箱,40.0,187.0,173.0,116.0,1.0
Bin 1,#20外箱,26.0,56.0,128.0,104.0,0.0
Bin 1,#26外箱,40.0,75.0,192.0,120.0,0.0
Bin 1,#9外箱,46.0,35.0,46.0,138.0,1.0
Bin 1,#18A外箱,36.0,113.0,29.0,128.0,0.0
Bin 1,#20外箱,26.0,56.0,128.0,130.0,0.0
Bin 1,#29外箱,36.0,188.0,68.0,144.0,1.0
Bin 1,#33外箱,36.0,135.0,116.0,144.0,1.0
Bin 1,#16A外箱,32.0,187.0,173.0,148.0,1.0
Bin 1,#26外箱,40.0,75.0,192.0,160.0,0.0
Bin 1,#7A外箱,40.0,113.0,29.0,168.0,0.0
Bin 1,#22外箱,36.0,48.0,120.0,166.0,0.0
Bin 1,#16A外箱,32.0,38.0,29.0,170.0,0.0
Bin 1,#13外箱,28.0,188.0,59.0,172.0,1.0
Bin 1,#33外箱,36.0,135.0,116.0,180.0,1.0
Bin 1,#7A外箱,40.0,187.0,173.0,188.0,1.0
Bin 1,#26外箱,40.0,75.0,192.0,200.0,0.0
Bin 1,#22外箱,36.0,48.0,120.0,202.0,0.0
Bin 1,#18A外箱,36.0,113.0,29.0,204.0,0.0
Bin 1,#18A外箱,36.0,38.0,29.0,206.0,0.0
Bin 1,#13外箱,28.0,188.0,59.0,200.0,1.0
Bin 1,#7A外箱,40.0,187.0,173.0,228.0,1.0
Bin 1,#22外箱,36.0,189.0,48.0,236.0,1.0
Bin 1,#29外箱,36.0,68.0,192.0,236.0,0.0
Bin 1,#22外箱,36.0,48.0,120.0,238.0,0.0
Bin 1,#18A外箱,36.0,113.0,29.0,240.0,0.0
Bin 1,#16A外箱,32.0,38.0,29.0,238.0,0.0
Bin 2,#35外箱,36.0,105.0,49.0,36.0,0.0
Bin 2,#13外箱,28.0,28.0,156.0,28.0,1.0
Bin 2,#22外箱,36.0,103.0,126.0,36.0,0.0
Bin 2,#13外箱,28.0,28.0,156.0,56.0,1.0
Bin 2,#35外箱,36.0,105.0,49.0,72.0,0.0
Bin 2,#13外箱,28.0,28.0,59.0,100.0,1.0
Bin 2,#16A外箱,32.0,29.0,38.0,132.0,1.0
Bin 2,#16A外箱,32.0,29.0,38.0,164.0,1.0
