bin_name,matched_box_name,depth,X_cog,Y_cog,Z_cog,orientation
Bin 1,#26外箱,40.0,75.0,28.0,40.0,0.0
Bin 1,#18A外箱,36.0,38.0,84.0,36.0,0.0
Bin 1,#13外箱,28.0,134.0,83.0,28.0,0.0
Bin 1,#35外箱,36.0,105.0,161.0,36.0,0.0
Bin 1,#29外箱,36.0,143.0,117.0,72.0,0.0
Bin 1,#33外箱,36.0,24.0,159.0,72.0,1.0
Bin 1,#20外箱,26.0,103.0,181.0,62.0,0.0
Bin 1,#18A外箱,36.0,38.0,29.0,76.0,0.0
Bin 1,#7A外箱,40.0,113.0,29.0,80.0,0.0
Bin 1,#9外箱,46.0,103.0,179.0,108.0,0.0
Bin 1,#22外箱,36.0,29.0,160.0,108.0,1.0
Bin 1,#16A外箱,32.0,38.0,29.0,108.0,0.0
