bin_name,matched_box_name,depth,X_cog,Y_cog,Z_cog,orientation
Bin 1,#18A外箱,36.0,38.0,29.0,36.0,0.0
Bin 1,#26外箱,40.0,139.0,75.0,40.0,1.0
Bin 1,#33外箱,36.0,190.0,47.0,36.0,1.0
Bin 1,#20外箱,26.0,56.0,94.0,26.0,0.0
Bin 1,#13外箱,28.0,59.0,177.0,28.0,0.0
Bin 1,#33外箱,36.0,47.0,81.0,62.0,0.0
Bin 1,#20外箱,26.0,56.0,173.0,54.0,0.0
Bin 1,#16A外箱,32.0,38.0,29.0,68.0,0.0
Bin 1,#33外箱,36.0,190.0,47.0,72.0,1.0
Bin 1,#26外箱,40.0,139.0,75.0,80.0,1.0
Bin 1,#20外箱,26.0,56.0,173.0,80.0,0.0
Bin 1,#33外箱,36.0,47.0,81.0,98.0,0.0
Bin 1,#18A外箱,36.0,38.0,29.0,104.0,0.0
Bin 1,#26外箱,40.0,139.0,75.0,120.0,1.0
Bin 1,#13外箱,28.0,59.0,177.0,108.0,0.0
Bin 1,#16A外箱,32.0,38.0,29.0,136.0,0.0
Bin 1,#13外箱,28.0,59.0,177.0,136.0,0.0
Bin 1,#26外箱,40.0,139.0,75.0,160.0,1.0
Bin 1,#18A外箱,36.0,38.0,29.0,172.0,0.0
Bin 1,#13外箱,28.0,59.0,177.0,164.0,0.0
Bin 1,#29外箱,36.0,139.0,68.0,196.0,1.0
Bin 1,#13外箱,28.0,59.0,177.0,192.0,0.0
Bin 1,#18A外箱,36.0,38.0,29.0,208.0,0.0
Bin 1,#29外箱,36.0,139.0,68.0,232.0,1.0
