bin_name,box_name,position_x,position_y,position_z,width,height,depth,color,X_cog,Y_cog,Z_cog,matched_box_name,orientation
1,1,0,0,0,57,75,36,"(0.25098039215686274, 0.25098039215686274, 1.0, 1.0)",28.5,37.5,36,#18A外箱,1.0
1,2,57,0,0,47,93,36,"(0.2588235294117647, 0.2588235294117647, 1.0, 1.0)",80.5,46.5,36,#33外箱,1.0
1,6,104,0,0,91,69,46,"(0.6588235294117647, 0.6588235294117647, 1.0, 1.0)",149.5,34.5,46,#9外箱,0.0
1,3,0,93,0,209,97,36,"(1.0, 0.0, 0.0, 1.0)",104.5,141.5,36,#35外箱,0.0
1,8,0,0,36,57,75,40,"(0.2980392156862745, 0.2980392156862745, 1.0, 1.0)",28.5,37.5,76,#7A外箱,1.0
1,9,57,0,36,47,93,36,"(0.2588235294117647, 0.2588235294117647, 1.0, 1.0)",80.5,46.5,72,#33外箱,1.0
1,4,0,75,36,55,135,36,"(0.596078431372549, 0.596078431372549, 1.0, 1.0)",27.5,142.5,72,#29外箱,1.0
1,5,55,93,36,149,55,40,"(0.7764705882352941, 0.7764705882352941, 1.0, 1.0)",129.5,120.5,76,#26外箱,0.0
1,12,55,150,36,149,55,40,"(0.7764705882352941, 0.7764705882352941, 1.0, 1.0)",129.5,177.5,76,#26外箱,0.0
1,10,104,0,46,95,57,36,"(0.3764705882352941, 0.3764705882352941, 1.0, 1.0)",151.5,28.5,82,#22外箱,0.0
1,25,57,0,72,47,93,36,"(0.2588235294117647, 0.2588235294117647, 1.0, 1.0)",80.5,46.5,108,#33外箱,1.0
1,15,0,75,72,47,93,36,"(0.2588235294117647, 0.2588235294117647, 1.0, 1.0)",23.5,121.5,108,#33外箱,1.0
1,14,0,0,76,57,75,40,"(0.2980392156862745, 0.2980392156862745, 1.0, 1.0)",28.5,37.5,116,#7A外箱,1.0
1,7,104,77,76,111,73,26,"(0.4235294117647059, 0.4235294117647059, 1.0, 1.0)",159.5,113.5,102,#20外箱,0.0
1,17,55,150,76,135,55,36,"(0.596078431372549, 0.596078431372549, 1.0, 1.0)",122.5,177.5,112,#29外箱,0.0
1,16,104,0,82,91,69,46,"(0.6588235294117647, 0.6588235294117647, 1.0, 1.0)",149.5,34.5,128,#9外箱,0.0
1,11,104,77,102,111,73,26,"(0.4235294117647059, 0.4235294117647059, 1.0, 1.0)",159.5,113.5,128,#20外箱,0.0
1,22,55,150,112,135,55,36,"(0.596078431372549, 0.596078431372549, 1.0, 1.0)",122.5,177.5,148,#29外箱,0.0
1,20,0,0,116,57,75,40,"(0.2980392156862745, 0.2980392156862745, 1.0, 1.0)",28.5,37.5,156,#7A外箱,1.0
1,18,104,0,128,95,57,36,"(0.3764705882352941, 0.3764705882352941, 1.0, 1.0)",151.5,28.5,164,#22外箱,0.0
1,13,104,77,128,111,73,26,"(0.4235294117647059, 0.4235294117647059, 1.0, 1.0)",159.5,113.5,154,#20外箱,0.0
1,23,55,150,148,149,55,40,"(0.7764705882352941, 0.7764705882352941, 1.0, 1.0)",129.5,177.5,188,#26外箱,0.0
1,19,104,77,154,111,73,26,"(0.4235294117647059, 0.4235294117647059, 1.0, 1.0)",159.5,113.5,180,#20外箱,0.0
1,27,0,0,156,57,75,32,"(0.19607843137254902, 0.19607843137254902, 1.0, 1.0)",28.5,37.5,188,#16A外箱,1.0
1,24,104,0,164,91,69,46,"(0.6588235294117647, 0.6588235294117647, 1.0, 1.0)",149.5,34.5,210,#9外箱,0.0
1,21,104,77,180,111,73,26,"(0.4235294117647059, 0.4235294117647059, 1.0, 1.0)",159.5,113.5,206,#20外箱,0.0
1,28,0,0,188,57,75,32,"(0.19607843137254902, 0.19607843137254902, 1.0, 1.0)",28.5,37.5,220,#16A外箱,1.0
1,29,55,150,188,75,57,40,"(0.2980392156862745, 0.2980392156862745, 1.0, 1.0)",92.5,178.5,228,#7A外箱,0.0
1,26,88,93,206,117,55,28,"(0.32941176470588235, 0.32941176470588235, 1.0, 1.0)",146.5,120.5,234,#13外箱,0.0
